,Title,Alternate Title,Short Title
58099,"Laborers and Freight, Stock, and Material Movers, Hand",Stockroom Helper,
58100,"Laborers and Freight, Stock, and Material Movers, Hand",Street Cleaner,
58101,"Laborers and Freight, Stock, and Material Movers, Hand",Street Light Cleaner,
58102,"Laborers and Freight, Stock, and Material Movers, Hand",Street Light Lamp Cleaner,
58103,"Laborers and Freight, Stock, and Material Movers, Hand",Street Sweeper,
58104,"Laborers and Freight, Stock, and Material Movers, Hand",Striker,
58105,"Laborers and Freight, Stock, and Material Movers, Hand",Studio Grip,
58106,"Laborers and Freight, Stock, and Material Movers, Hand",Studio Set-Up Worker,
58107,"Laborers and Freight, Stock, and Material Movers, Hand",Stuffer,
58108,"Laborers and Freight, Stock, and Material Movers, Hand",Supplies Packer,
58109,"Laborers and Freight, Stock, and Material Movers, Hand",Tandem Mill Sticker,
58110,"Laborers and Freight, Stock, and Material Movers, Hand",Tar Worker,
58111,"Laborers and Freight, Stock, and Material Movers, Hand",Tent Worker,
58112,"Laborers and Freight, Stock, and Material Movers, Hand",Terminal Worker,
58113,"Laborers and Freight, Stock, and Material Movers, Hand",Theater Technician,
58114,"Laborers and Freight, Stock, and Material Movers, Hand",Tie Layer,
58115,"Laborers and Freight, Stock, and Material Movers, Hand",Tie Loader,
58116,"Laborers and Freight, Stock, and Material Movers, Hand",Tie Tamper,
58117,"Laborers and Freight, Stock, and Material Movers, Hand",Timber Cutter,
58118,"Laborers and Freight, Stock, and Material Movers, Hand",Tin Stacker,
58119,"Laborers and Freight, Stock, and Material Movers, Hand",Tissue Packer,
58120,"Laborers and Freight, Stock, and Material Movers, Hand",Tombstone Erector,
58121,"Laborers and Freight, Stock, and Material Movers, Hand",Tombstone Setter,
58122,"Laborers and Freight, Stock, and Material Movers, Hand",Tool Carrier,
58123,"Laborers and Freight, Stock, and Material Movers, Hand",Tool Chaser,
58124,"Laborers and Freight, Stock, and Material Movers, Hand",Track Fitter,
58125,"Laborers and Freight, Stock, and Material Movers, Hand",Track Greaser,
58126,"Laborers and Freight, Stock, and Material Movers, Hand",Track Sweeper,
58127,"Laborers and Freight, Stock, and Material Movers, Hand",Track Walker,
58128,"Laborers and Freight, Stock, and Material Movers, Hand",Track Worker,
58129,"Laborers and Freight, Stock, and Material Movers, Hand",Tractor Trailer Moving Van Driver Helper,
58130,"Laborers and Freight, Stock, and Material Movers, Hand",Transfer Table Operator Helper,
58131,"Laborers and Freight, Stock, and Material Movers, Hand",Tree Girdler,
58132,"Laborers and Freight, Stock, and Material Movers, Hand",Trestle Mainternance Laborer,
58133,"Laborers and Freight, Stock, and Material Movers, Hand",Trestleman,
58134,"Laborers and Freight, Stock, and Material Movers, Hand",Trimmer,
58135,"Laborers and Freight, Stock, and Material Movers, Hand",Trimmer Loader,
58136,"Laborers and Freight, Stock, and Material Movers, Hand",Truck Bracer,
58137,"Laborers and Freight, Stock, and Material Movers, Hand",Truck Dock Material Mover,
58138,"Laborers and Freight, Stock, and Material Movers, Hand",Truck Driver Helper,
58139,"Laborers and Freight, Stock, and Material Movers, Hand",Truck Loader and Unloader,
58140,"Laborers and Freight, Stock, and Material Movers, Hand",Truck Packer,
58141,"Laborers and Freight, Stock, and Material Movers, Hand",Truck Striker,
58142,"Laborers and Freight, Stock, and Material Movers, Hand",Trucker,
58143,"Laborers and Freight, Stock, and Material Movers, Hand",Truckman,
58144,"Laborers and Freight, Stock, and Material Movers, Hand",Unloader,
58145,"Laborers and Freight, Stock, and Material Movers, Hand",Unloading and Loading Line Service Attendant,
58146,"Laborers and Freight, Stock, and Material Movers, Hand",Van Driver Helper,
58147,"Laborers and Freight, Stock, and Material Movers, Hand",Van Loader,
58148,"Laborers and Freight, Stock, and Material Movers, Hand",Vat House Laborer,
58149,"Laborers and Freight, Stock, and Material Movers, Hand",Vault Person,
58150,"Laborers and Freight, Stock, and Material Movers, Hand",Vegetable Handler,
58151,"Laborers and Freight, Stock, and Material Movers, Hand",Warehouse Assistant,
58152,"Laborers and Freight, Stock, and Material Movers, Hand",Warehouse Associate,
58153,"Laborers and Freight, Stock, and Material Movers, Hand",Warehouse Clerk,
58154,"Laborers and Freight, Stock, and Material Movers, Hand",Warehouse Hand,
58155,"Laborers and Freight, Stock, and Material Movers, Hand",Warehouse Helper,
58156,"Laborers and Freight, Stock, and Material Movers, Hand",Warehouse Laborer,
58157,"Laborers and Freight, Stock, and Material Movers, Hand",Warehouse Lead,
58158,"Laborers and Freight, Stock, and Material Movers, Hand",Warehouse Worker,
58159,"Laborers and Freight, Stock, and Material Movers, Hand",Warehouseman,
58160,"Laborers and Freight, Stock, and Material Movers, Hand",Water Attendant,
58161,"Laborers and Freight, Stock, and Material Movers, Hand",Water Carrier,
58162,"Laborers and Freight, Stock, and Material Movers, Hand",Waxer,
58163,"Laborers and Freight, Stock, and Material Movers, Hand",Weight Shifter,
58164,"Laborers and Freight, Stock, and Material Movers, Hand",Wharf Laborer,
58165,"Laborers and Freight, Stock, and Material Movers, Hand",Wharf Tender,
58166,"Laborers and Freight, Stock, and Material Movers, Hand",Wharf Worker,
58167,"Laborers and Freight, Stock, and Material Movers, Hand",Wheel Roller,
58168,"Laborers and Freight, Stock, and Material Movers, Hand",Wheeler,
58169,"Laborers and Freight, Stock, and Material Movers, Hand",Wood Chopper,
58170,"Laborers and Freight, Stock, and Material Movers, Hand",Wood Cutter,
58171,"Laborers and Freight, Stock, and Material Movers, Hand",Wood Sawyer,
58172,"Laborers and Freight, Stock, and Material Movers, Hand",Wrecker,
58173,"Laborers and Freight, Stock, and Material Movers, Hand",Yard Cleaner,
58174,"Laborers and Freight, Stock, and Material Movers, Hand",Yard Laborer,
58175,"Laborers and Freight, Stock, and Material Movers, Hand",Yard Person,
58176,"Laborers and Freight, Stock, and Material Movers, Hand",Yardman,
58177,"Laborers and Freight, Stock, and Material Movers, Hand",Yeast Pusher,
58178,Machine Feeders and Offbearers,Abrasive Grader Helper,
58179,Machine Feeders and Offbearers,Acid Dumper,
58180,Machine Feeders and Offbearers,Archery Equipment Hay Sorter,
58181,Machine Feeders and Offbearers,Assembly Machine Operator,
58182,Machine Feeders and Offbearers,Assistant Floor Covering Printer,
58183,Machine Feeders and Offbearers,Automatic Glove Former,
58184,Machine Feeders and Offbearers,Automatic Glove Turner and Former,
58185,Machine Feeders and Offbearers,Automatic Nail Polish Brush Machine Feeder,
58186,Machine Feeders and Offbearers,Automatic Nailing Machine Feeder,
58187,Machine Feeders and Offbearers,Automatic Spooler Operator,
58188,Machine Feeders and Offbearers,Automatic Stacker,
58189,Machine Feeders and Offbearers,Back Tender,
58190,Machine Feeders and Offbearers,Bag Sewer,
58191,Machine Feeders and Offbearers,Bakery Worker,
58192,Machine Feeders and Offbearers,Ball Machine Operator,
58193,Machine Feeders and Offbearers,Bar Catcher,
58194,Machine Feeders and Offbearers,Barking Machine Feeder,
58195,Machine Feeders and Offbearers,Base Remover,
58196,Machine Feeders and Offbearers,Batch Mixer,
58197,Machine Feeders and Offbearers,Batch Trucker,
58198,Machine Feeders and Offbearers,Battery Loader,
58199,Machine Feeders and Offbearers,Battery Wrecker Operator,
58200,Machine Feeders and Offbearers,Bead Picker,
58201,Machine Feeders and Offbearers,Beam Racker,
58202,Machine Feeders and Offbearers,Beater and Pulper Feeder,
58203,Machine Feeders and Offbearers,Belt Knife Feeder,
58204,Machine Feeders and Offbearers,Belt Line Feeder,
58205,Machine Feeders and Offbearers,"Belt Sander, Stone",
58206,Machine Feeders and Offbearers,Beveling and Edging Machine Operator Helper,
58207,Machine Feeders and Offbearers,Beveling Machine Operator,
58208,Machine Feeders and Offbearers,Bindery Machine Feeder-Offbearer,
58209,Machine Feeders and Offbearers,Bisque Placer,
58210,Machine Feeders and Offbearers,Black Powder Glazing Operator,
58211,Machine Feeders and Offbearers,Block Feeder,
58212,Machine Feeders and Offbearers,Block Handler,
58213,Machine Feeders and Offbearers,Board Catcher,
58214,Machine Feeders and Offbearers,Bobbin Cleaning Machine Operator,
58215,Machine Feeders and Offbearers,Bone Char Operator,
58216,Machine Feeders and Offbearers,Boom Man,
58217,Machine Feeders and Offbearers,Boom Worker,
58218,Machine Feeders and Offbearers,Box Stacker,
58219,Machine Feeders and Offbearers,Brake Lining Curer,
58220,Machine Feeders and Offbearers,Break Off Worker,
58221,Machine Feeders and Offbearers,Brick Catcher,
58222,Machine Feeders and Offbearers,Brick Loader,
58223,Machine Feeders and Offbearers,Brick Off Bearer,
58224,Machine Feeders and Offbearers,Brick Offbearer,
58225,Machine Feeders and Offbearers,Broomcorn Press Feeder,
58226,Machine Feeders and Offbearers,Broomcorn Scraper,
58227,Machine Feeders and Offbearers,Broomcorn Seeder,
58228,Machine Feeders and Offbearers,Brush or Broom Cutter,
58229,Machine Feeders and Offbearers,Bulb Filler,
58230,Machine Feeders and Offbearers,Bundle Sorter,
58231,Machine Feeders and Offbearers,Bundles Hanger,
58232,Machine Feeders and Offbearers,Burr Grinder,
58233,Machine Feeders and Offbearers,Cake Knocker,
58234,Machine Feeders and Offbearers,Cake Puller,
58235,Machine Feeders and Offbearers,Cake Puncher,
58236,Machine Feeders and Offbearers,Calcine Furnace Loader,
58237,Machine Feeders and Offbearers,Calender Feeder,
58238,Machine Feeders and Offbearers,Can Carrier,
58239,Machine Feeders and Offbearers,Can Doffer,
58240,Machine Feeders and Offbearers,Can Dragger,
58241,Machine Feeders and Offbearers,Can Feeder,
58242,Machine Feeders and Offbearers,Can Pusher,
58243,Machine Feeders and Offbearers,Can Worker,
58244,Machine Feeders and Offbearers,Cane Feeder,
58245,Machine Feeders and Offbearers,Carbon Rod Inserter,
58246,Machine Feeders and Offbearers,Carroting Machine Offbearer,
58247,Machine Feeders and Offbearers,Carry in Worker,
58248,Machine Feeders and Offbearers,Carton Counter Feeder,
58249,Machine Feeders and Offbearers,Casing Cleaner,
58250,Machine Feeders and Offbearers,Casing in Line Feeder,
58251,Machine Feeders and Offbearers,Casing Machine Operator,
58252,Machine Feeders and Offbearers,Cell Stripper,
58253,Machine Feeders and Offbearers,Chain Offbearer,
58254,Machine Feeders and Offbearers,Chain Person,
58255,Machine Feeders and Offbearers,Chainman,
58256,Machine Feeders and Offbearers,Chicle Grinder Feeder,
58257,Machine Feeders and Offbearers,Chip Crusher Operator,
58258,Machine Feeders and Offbearers,Chip Drier,
58259,Machine Feeders and Offbearers,Chip Washer,
58260,Machine Feeders and Offbearers,Chipman,
58261,Machine Feeders and Offbearers,Chipper Feeder,
58262,Machine Feeders and Offbearers,Chute Feeder,
58263,Machine Feeders and Offbearers,Cigar Machine Feeder,
58264,Machine Feeders and Offbearers,Cigarette Making Machine Hopper Feeder,
58265,Machine Feeders and Offbearers,Cleat Feeder,
58266,Machine Feeders and Offbearers,Cleat Layer,
58267,Machine Feeders and Offbearers,Clip Loading Machine Feeder,
58268,Machine Feeders and Offbearers,Cloth Doffer,
58269,Machine Feeders and Offbearers,Cloth Feeder,
58270,Machine Feeders and Offbearers,Cloth Printer Helper,
58271,Machine Feeders and Offbearers,Clothespin Machine Operator,
58272,Machine Feeders and Offbearers,Coal Feeder Operator,
58273,Machine Feeders and Offbearers,Coating Machine Feeder,
58274,Machine Feeders and Offbearers,Color Dipper,
58275,Machine Feeders and Offbearers,Compound Coating Machine Offbearer,
58276,Machine Feeders and Offbearers,Compound Filler,
58277,Machine Feeders and Offbearers,Compound Worker,
58278,Machine Feeders and Offbearers,Conveyor Feeder,
58279,Machine Feeders and Offbearers,Conveyor Feeder Offbearer,
58280,Machine Feeders and Offbearers,Conveyor Loader,
58281,Machine Feeders and Offbearers,Cork Pressing Machine Operator,
58282,Machine Feeders and Offbearers,Cotton Ball Bagger,
58283,Machine Feeders and Offbearers,Cotton Cleaner,
58284,Machine Feeders and Offbearers,Cotton Feeder,
58285,Machine Feeders and Offbearers,Cotton Puller,
58286,Machine Feeders and Offbearers,Cotton Tipper,
58287,Machine Feeders and Offbearers,Cotton Washer,
58288,Machine Feeders and Offbearers,Cotton Wringer,
58289,Machine Feeders and Offbearers,Crayon Sorting Machine Feeder,
58290,Machine Feeders and Offbearers,Crimper,
58291,Machine Feeders and Offbearers,Crusher Feeder,
58292,Machine Feeders and Offbearers,Crushing Machine Operator,
58293,Machine Feeders and Offbearers,Cupola Charger,
58294,Machine Feeders and Offbearers,"Cupola Charger, Insulation",
58295,Machine Feeders and Offbearers,Curing Press Operator,
58296,Machine Feeders and Offbearers,Cut in Station Operator,
58297,Machine Feeders and Offbearers,Cut in Worker,
58298,Machine Feeders and Offbearers,Cutting Machine Offbearer,
58299,Machine Feeders and Offbearers,Cylinder Press Feeder,
58300,Machine Feeders and Offbearers,Dairy Worker,
58301,Machine Feeders and Offbearers,Dairyman,
58302,Machine Feeders and Offbearers,Deckhand,
58303,Machine Feeders and Offbearers,Delivery Table Feeder,
58304,Machine Feeders and Offbearers,Design Assembler,
58305,Machine Feeders and Offbearers,Dessert Cup Machine Feeder,
58306,Machine Feeders and Offbearers,Destaticizer Feeder,
58307,Machine Feeders and Offbearers,Devulcanizer Charger,
58308,Machine Feeders and Offbearers,Digester Hand,
58309,Machine Feeders and Offbearers,Digester Operator Helper,
58310,Machine Feeders and Offbearers,Dip Stand Loader,
58311,Machine Feeders and Offbearers,Disc-Pad Grinding Machine Feeder,
58312,Machine Feeders and Offbearers,Disintegrator Feeder,
58313,Machine Feeders and Offbearers,Drier,
58314,Machine Feeders and Offbearers,Drier Attendant,
58315,Machine Feeders and Offbearers,Drier Feeder,
58316,Machine Feeders and Offbearers,Drier Operator,
58317,Machine Feeders and Offbearers,Drier Operator V,
58318,Machine Feeders and Offbearers,Drier Take Off Tender,
58319,Machine Feeders and Offbearers,Dry Chain Operator,
58320,Machine Feeders and Offbearers,Dry Chain Puller,
58321,Machine Feeders and Offbearers,Dry Chain Worker,
58322,Machine Feeders and Offbearers,Dry Kiln Feeder,
58323,Machine Feeders and Offbearers,Dry Kiln Loader,
58324,Machine Feeders and Offbearers,Dryer Feeder,
58325,Machine Feeders and Offbearers,Drying Oven Attendant,
58326,Machine Feeders and Offbearers,Drying Rack Changer,
58327,Machine Feeders and Offbearers,Dumper,
58328,Machine Feeders and Offbearers,Dust Mill Operator,
58329,Machine Feeders and Offbearers,Dye-House Worker,
58330,Machine Feeders and Offbearers,Dye-Stand Loader,
58331,Machine Feeders and Offbearers,Dyed Raw Stock Blower Feeder,
58332,Machine Feeders and Offbearers,Dynamite Packing Machine Feeder,
58333,Machine Feeders and Offbearers,Edge Banding Machine Offbearer,
58334,Machine Feeders and Offbearers,Edge Banding Off Bearer,
58335,Machine Feeders and Offbearers,Edge Runner,
58336,Machine Feeders and Offbearers,Edger Machine Helper,
58337,Machine Feeders and Offbearers,Edging Machine Feeder,
